ObjectID,Term,ThesXrefType,LatitudeNumber,LongitudeNumber
31606,Arkansas,Place found,35,-93
31606,Cross,Place found,35.3,-90.77
31606,Alaska,Place found,65,-153
31606,Saint Francis River Basin,Place found,,
31608,Ouachita River,Place found,34.68,-94.32
31608,Red River,Place found,34.57,-99.95
31608,Arkansas,Place found,35,-93
31608,Howard,Place found,34.1,-94.16
31608,Alaska,Place found,65,-153
31610,Ouachita River,Place found,34.68,-94.32
31610,Red River,Place found,34.57,-99.95
31610,Arkansas,Place found,35,-93
31610,Hempstead,Place found,33.72,-93.67
31610,Alaska,Place found,65,-153
31613,Ouachita River,Place found,34.68,-94.32
31613,Red River,Place found,34.57,-99.95
31613,Arkansas,Place found,35,-93
31613,Howard,Place found,34.1,-94.16
31613,Alaska,Place found,65,-153
31617,Ouachita River,Place found,34.68,-94.32
31617,Red River,Place found,34.57,-99.95
31617,Arkansas,Place found,35,-93
31617,Howard,Place found,34.1,-94.16
31617,Alaska,Place found,65,-153
31620,Arkansas,Place found,35,-93
31620,Clark,Place found,34.5,-93.17
31620,Alaska,Place found,65,-153
31620,Ouachita River Basin,Place found,,
31621,Ouachita River,Place found,34.68,-94.32
31621,Red River,Place found,34.57,-99.95
31621,Arkansas,Place found,35,-93
31621,Hempstead,Place found,33.72,-93.67
31621,Alaska,Place found,65,-153
31622,Ouachita River,Place found,34.68,-94.32
31622,Red River,Place found,34.57,-99.95
31622,Arkansas,Place found,35,-93
31622,Nevada,Place found,33.65,-93.33
31622,Alaska,Place found,65,-153
31623,Arkansas,Place found,35,-93
31623,Clark,Place found,34.5,-93.17
31623,Alaska,Place found,65,-153
31623,Ouachita River Basin,Place found,,
31624,Ouachita River,Place found,34.68,-94.32
31624,Red River,Place found,34.57,-99.95
31624,Arkansas,Place found,35,-93
31624,Nevada,Place found,33.65,-93.33
31624,Alaska,Place found,65,-153
31625,Ouachita River,Place found,34.68,-94.32
31625,Red River,Place found,34.57,-99.95
31625,Arkansas,Place found,35,-93
31625,Nevada,Place found,33.65,-93.33
31625,Alaska,Place found,65,-153
31626,Ouachita River,Place found,34.68,-94.32
31626,Red River,Place found,34.57,-99.95
31626,Arkansas,Place found,35,-93
31626,Nevada,Place found,33.65,-93.33
31626,Alaska,Place found,65,-153
31627,Ouachita River,Place found,34.68,-94.32
31627,Red River,Place found,34.57,-99.95
31627,Arkansas,Place found,35,-93
31627,Hempstead,Place found,33.72,-93.67
31627,Alaska,Place found,65,-153
31628,Ouachita River,Place found,34.68,-94.32
31628,Red River,Place found,34.57,-99.95
31628,Arkansas,Place found,35,-93
31628,Hempstead,Place found,33.72,-93.67
31628,Alaska,Place found,65,-153
31629,Ouachita River,Place found,34.68,-94.32
31629,Red River,Place found,34.57,-99.95
31629,Arkansas,Place found,35,-93
31629,Nevada,Place found,33.65,-93.33
31629,Alaska,Place found,65,-153
31631,Ouachita River,Place found,34.68,-94.32
31631,Red River,Place found,34.57,-99.95
31631,Arkansas,Place found,35,-93
31631,Howard,Place found,34.1,-94.16
31631,Alaska,Place found,65,-153
31633,Ouachita River,Place found,34.68,-94.32
31633,Red River,Place found,34.57,-99.95
31633,Arkansas,Place found,35,-93
31633,Nevada,Place found,33.65,-93.33
31633,Alaska,Place found,65,-153
31635,Ouachita River,Place found,34.68,-94.32
31635,Red River,Place found,34.57,-99.95
31635,Arkansas,Place found,35,-93
31635,Nevada,Place found,33.65,-93.33
31635,Alaska,Place found,65,-153
31636,Ouachita River,Place found,34.68,-94.32
31636,Red River,Place found,34.57,-99.95
31636,Arkansas,Place found,35,-93
31636,Hempstead,Place found,33.72,-93.67
31636,Alaska,Place found,65,-153
31637,Ouachita River,Place found,34.68,-94.32
31637,Red River,Place found,34.57,-99.95
31637,Arkansas,Place found,35,-93
31637,Nevada,Place found,33.65,-93.33
31637,Alaska,Place found,65,-153
31638,Arkansas,Place found,35,-93
31638,Southwest Arkansas,Place found,,
31639,Ouachita River,Place found,34.68,-94.32
31639,Red River,Place found,34.57,-99.95
31639,Arkansas,Place found,35,-93
31639,Howard,Place found,34.1,-94.16
31639,Alaska,Place found,65,-153
31640,Ouachita River,Place found,34.68,-94.32
31640,Red River,Place found,34.57,-99.95
31640,Arkansas,Place found,35,-93
31640,Hempstead,Place found,33.72,-93.67
31640,Alaska,Place found,65,-153
31641,Arkansas,Place found,35,-93
31641,Clark,Place found,34.5,-93.17
31641,Alaska,Place found,65,-153
31641,Ouachita River Basin,Place found,,
31642,Arkansas,Place found,35,-93
31642,Clark,Place found,34.5,-93.17
31642,Alaska,Place found,65,-153
31642,Ouachita River Basin,Place found,,
31643,Ouachita River,Place found,34.68,-94.32
31643,Red River,Place found,34.57,-99.95
31643,Arkansas,Place found,35,-93
31643,Nevada,Place found,33.65,-93.33
31643,Alaska,Place found,65,-153
31647,Arkansas,Place found,35,-93
31647,Clark,Place found,34.5,-93.17
31647,Alaska,Place found,65,-153
31647,Ouachita River Basin,Place found,,
31648,Ouachita River,Place found,34.68,-94.32
31648,Red River,Place found,34.57,-99.95
31648,Arkansas,Place found,35,-93
31648,Howard,Place found,34.1,-94.16
31648,Alaska,Place found,65,-153
31649,Ouachita River,Place found,34.68,-94.32
31649,Red River,Place found,34.57,-99.95
31649,Arkansas,Place found,35,-93
31649,Howard,Place found,34.1,-94.16
31649,Alaska,Place found,65,-153
31650,Arkansas,Place found,35,-93
31650,Clark,Place found,34.5,-93.17
31650,Alaska,Place found,65,-153
31650,Ouachita River Basin,Place found,,
31651,Ouachita River,Place found,34.68,-94.32
31651,Red River,Place found,34.57,-99.95
31651,Arkansas,Place found,35,-93
31651,Nevada,Place found,33.65,-93.33
31651,Alaska,Place found,65,-153
31652,Ouachita River,Place found,34.68,-94.32
31652,Red River,Place found,34.57,-99.95
31652,Arkansas,Place found,35,-93
31652,Hempstead,Place found,33.72,-93.67
31652,Alaska,Place found,65,-153
31653,Ouachita River,Place found,34.68,-94.32
31653,Red River,Place found,34.57,-99.95
31653,Arkansas,Place found,35,-93
31653,Hempstead,Place found,33.72,-93.67
31653,Alaska,Place found,65,-153
31654,Ouachita River,Place found,34.68,-94.32
31654,Red River,Place found,34.57,-99.95
31654,Arkansas,Place found,35,-93
31654,Hempstead,Place found,33.72,-93.67
31654,Alaska,Place found,65,-153
31655,Ouachita River,Place found,34.68,-94.32
31655,Red River,Place found,34.57,-99.95
31655,Arkansas,Place found,35,-93
31655,Hempstead,Place found,33.72,-93.67
31655,Alaska,Place found,65,-153
31656,Ouachita River,Place found,34.68,-94.32
31656,Red River,Place found,34.57,-99.95
31656,Arkansas,Place found,35,-93
31656,Hempstead,Place found,33.72,-93.67
31656,Alaska,Place found,65,-153
31657,Ouachita River,Place found,34.68,-94.32
31657,Red River,Place found,34.57,-99.95
31657,Arkansas,Place found,35,-93
31657,Hempstead,Place found,33.72,-93.67
31657,Alaska,Place found,65,-153
31658,Ouachita River,Place found,34.68,-94.32
31658,Red River,Place found,34.57,-99.95
31658,Arkansas,Place found,35,-93
31658,Hempstead,Place found,33.72,-93.67
31658,Alaska,Place found,65,-153
31659,Ouachita River,Place found,34.68,-94.32
31659,Red River,Place found,34.57,-99.95
31659,Arkansas,Place found,35,-93
31659,Hempstead,Place found,33.72,-93.67
31659,Alaska,Place found,65,-153
31660,Ouachita River,Place found,34.68,-94.32
31660,Red River,Place found,34.57,-99.95
31660,Arkansas,Place found,35,-93
31660,Hempstead,Place found,33.72,-93.67
31660,Alaska,Place found,65,-153
31661,Ouachita River,Place found,34.68,-94.32
31661,Red River,Place found,34.57,-99.95
31661,Arkansas,Place found,35,-93
31661,Hempstead,Place found,33.72,-93.67
31661,Alaska,Place found,65,-153
31662,Ouachita River,Place found,34.68,-94.32
31662,Red River,Place found,34.57,-99.95
31662,Arkansas,Place found,35,-93
31662,Hempstead,Place found,33.72,-93.67
31662,Alaska,Place found,65,-153
31663,Ouachita River,Place found,34.68,-94.32
31663,Red River,Place found,34.57,-99.95
31663,Arkansas,Place found,35,-93
31663,Hempstead,Place found,33.72,-93.67
31663,Alaska,Place found,65,-153
31664,Ouachita River,Place found,34.68,-94.32
31664,Red River,Place found,34.57,-99.95
31664,Arkansas,Place found,35,-93
31664,Hempstead,Place found,33.72,-93.67
31664,Alaska,Place found,65,-153
31665,Ouachita River,Place found,34.68,-94.32
31665,Red River,Place found,34.57,-99.95
31665,Arkansas,Place found,35,-93
31665,Hempstead,Place found,33.72,-93.67
31665,Alaska,Place found,65,-153
31666,Ouachita River,Place found,34.68,-94.32
31666,Red River,Place found,34.57,-99.95
31666,Arkansas,Place found,35,-93
31666,Hempstead,Place found,33.72,-93.67
31666,Alaska,Place found,65,-153
31667,Ouachita River,Place found,34.68,-94.32
31667,Red River,Place found,34.57,-99.95
31667,Arkansas,Place found,35,-93
31667,Hempstead,Place found,33.72,-93.67
31667,Alaska,Place found,65,-153
31668,Ouachita River,Place found,34.68,-94.32
31668,Red River,Place found,34.57,-99.95
31668,Arkansas,Place found,35,-93
31668,Hempstead,Place found,33.72,-93.67
31668,Alaska,Place found,65,-153
31669,Ouachita River,Place found,34.68,-94.32
31669,Red River,Place found,34.57,-99.95
31669,Arkansas,Place found,35,-93
31669,Hempstead,Place found,33.72,-93.67
31669,Alaska,Place found,65,-153
31670,Ouachita River,Place found,34.68,-94.32
31670,Red River,Place found,34.57,-99.95
31670,Arkansas,Place found,35,-93
31670,Hempstead,Place found,33.72,-93.67
31670,Alaska,Place found,65,-153
31671,Ouachita River,Place found,34.68,-94.32
31671,Red River,Place found,34.57,-99.95
31671,Arkansas,Place found,35,-93
31671,Hempstead,Place found,33.72,-93.67
31671,Alaska,Place found,65,-153
31672,Ouachita River,Place found,34.68,-94.32
31672,Red River,Place found,34.57,-99.95
31672,Arkansas,Place found,35,-93
31672,Hempstead,Place found,33.72,-93.67
31672,Alaska,Place found,65,-153
31673,Ouachita River,Place found,34.68,-94.32
31673,Red River,Place found,34.57,-99.95
31673,Arkansas,Place found,35,-93
31673,Hempstead,Place found,33.72,-93.67
31673,Alaska,Place found,65,-153
31674,Ouachita River,Place found,34.68,-94.32
31674,Red River,Place found,34.57,-99.95
31674,Arkansas,Place found,35,-93
31674,Hempstead,Place found,33.72,-93.67
31674,Alaska,Place found,65,-153
31675,Ouachita River,Place found,34.68,-94.32
31675,Red River,Place found,34.57,-99.95
31675,Arkansas,Place found,35,-93
31675,Hempstead,Place found,33.72,-93.67
31675,Alaska,Place found,65,-153
31676,Ouachita River,Place found,34.68,-94.32
31676,Red River,Place found,34.57,-99.95
31676,Arkansas,Place found,35,-93
31676,Hempstead,Place found,33.72,-93.67
31676,Alaska,Place found,65,-153
31677,Ouachita River,Place found,34.68,-94.32
31677,Red River,Place found,34.57,-99.95
31677,Arkansas,Place found,35,-93
31677,Hempstead,Place found,33.72,-93.67
31677,Alaska,Place found,65,-153
31678,Ouachita River,Place found,34.68,-94.32
31678,Red River,Place found,34.57,-99.95
31678,Arkansas,Place found,35,-93
31678,Hempstead,Place found,33.72,-93.67
31678,Alaska,Place found,65,-153
31679,Ouachita River,Place found,34.68,-94.32
31679,Red River,Place found,34.57,-99.95
31679,Arkansas,Place found,35,-93
31679,Hempstead,Place found,33.72,-93.67
31679,Alaska,Place found,65,-153
31680,Ouachita River,Place found,34.68,-94.32
31680,Red River,Place found,34.57,-99.95
31680,Arkansas,Place found,35,-93
31680,Hempstead,Place found,33.72,-93.67
31680,Alaska,Place found,65,-153
31682,Ouachita River,Place found,34.68,-94.32
31682,Red River,Place found,34.57,-99.95
31682,Arkansas,Place found,35,-93
31682,Nevada,Place found,33.65,-93.33
31682,Alaska,Place found,65,-153
31684,Ouachita River,Place found,34.68,-94.32
31684,Red River,Place found,34.57,-99.95
31684,Arkansas,Place found,35,-93
31684,Nevada,Place found,33.65,-93.33
31684,Alaska,Place found,65,-153
31685,Ouachita River,Place found,34.68,-94.32
31685,Red River,Place found,34.57,-99.95
31685,Arkansas,Place found,35,-93
31685,Hempstead,Place found,33.72,-93.67
31685,Alaska,Place found,65,-153
31686,Arkansas,Place found,35,-93
31686,Scott,Place found,34.87,-94.33
31686,Alaska,Place found,65,-153
31687,Ouachita River,Place found,34.68,-94.32
31687,Red River,Place found,34.57,-99.95
31687,Arkansas,Place found,35,-93
31687,Hempstead,Place found,33.72,-93.67
31687,Alaska,Place found,65,-153
31688,Ouachita River,Place found,34.68,-94.32
31688,Red River,Place found,34.57,-99.95
31688,Arkansas,Place found,35,-93
31688,Hempstead,Place found,33.72,-93.67
31688,Alaska,Place found,65,-153
31689,Ouachita River,Place found,34.68,-94.32
31689,Red River,Place found,34.57,-99.95
31689,Arkansas,Place found,35,-93
31689,Hempstead,Place found,33.72,-93.67
31689,Alaska,Place found,65,-153
31690,Ouachita River,Place found,34.68,-94.32
31690,Red River,Place found,34.57,-99.95
31690,Arkansas,Place found,35,-93
31690,Hempstead,Place found,33.72,-93.67
31690,Alaska,Place found,65,-153
31691,Ouachita River,Place found,34.68,-94.32
31691,Red River,Place found,34.57,-99.95
31691,Arkansas,Place found,35,-93
31691,Hempstead,Place found,33.72,-93.67
31691,Alaska,Place found,65,-153
31692,Ouachita River,Place found,34.68,-94.32
31692,Red River,Place found,34.57,-99.95
31692,Arkansas,Place found,35,-93
31692,Hempstead,Place found,33.72,-93.67
31692,Alaska,Place found,65,-153
31693,Arkansas,Place found,35,-93
31693,Schaal,Place found,33.82,-93.95
31693,Alaska,Place found,65,-153
31694,Ouachita River,Place found,34.68,-94.32
31694,Red River,Place found,34.57,-99.95
31694,Arkansas,Place found,35,-93
31694,Howard,Place found,34.1,-94.16
31694,Alaska,Place found,65,-153
31695,Illinois,Place found,40,-89
31695,Calhoun,Place found,39.17,-90.65
31695,Northeast,Cultural Area,,
31697,Illinois,Place found,40,-89
31697,Calhoun,Place found,39.17,-90.65
31697,Northeast,Cultural Area,,
31698,Illinois,Place found,40,-89
31698,Calhoun,Place found,39.17,-90.65
31698,Northeast,Cultural Area,,
31700,Illinois,Place found,40,-89
31700,Calhoun,Place found,39.17,-90.65
31700,Northeast,Cultural Area,,
31703,Illinois,Place found,40,-89
31703,Calhoun,Place found,39.17,-90.65
31703,Northeast,Cultural Area,,
31704,Illinois,Place found,40,-89
31704,Calhoun,Place found,39.17,-90.65
31704,Northeast,Cultural Area,,
31705,Illinois,Place found,40,-89
31705,Calhoun,Place found,39.17,-90.65
31705,Northeast,Cultural Area,,
31706,Illinois,Place found,40,-89
31706,Calhoun,Place found,39.17,-90.65
31706,Northeast,Cultural Area,,
31707,Illinois,Place found,40,-89
31707,Calhoun,Place found,39.17,-90.65
31707,Northeast,Cultural Area,,
31708,Illinois,Place found,40,-89
31708,Calhoun,Place found,39.17,-90.65
31708,Northeast,Cultural Area,,
31710,Illinois,Place found,40,-89
31710,Calhoun,Place found,39.17,-90.65
31710,Northeast,Cultural Area,,
31711,Illinois,Place found,40,-89
31711,Calhoun,Place found,39.17,-90.65
31711,Northeast,Cultural Area,,
31717,Illinois,Place found,40,-89
31717,Calhoun,Place found,39.17,-90.65
31717,Northeast,Cultural Area,,
31719,Illinois,Place found,40,-89
31719,Calhoun,Place found,39.17,-90.65
31719,Northeast,Cultural Area,,
31720,Illinois,Place found,40,-89
31720,Calhoun,Place found,39.17,-90.65
31720,Northeast,Cultural Area,,
31721,Illinois,Place found,40,-89
31721,Calhoun,Place found,39.17,-90.65
31721,Northeast,Cultural Area,,
31723,Illinois,Place found,40,-89
31723,Calhoun,Place found,39.17,-90.65
31723,Northeast,Cultural Area,,
31727,Illinois,Place found,40,-89
31727,Calhoun,Place found,39.17,-90.65
31727,Northeast,Cultural Area,,
31728,Illinois,Place found,40,-89
31728,Calhoun,Place found,39.17,-90.65
31728,Northeast,Cultural Area,,
31729,Illinois,Place found,40,-89
31729,Calhoun,Place found,39.17,-90.65
31729,Northeast,Cultural Area,,
31731,Ohio,Place found,40,-80.83
31731,Williams,Place found,41.55,-84.58
31731,Northeast,Cultural Area,,
31738,Illinois,Place found,40,-89
31738,Atlas,Place found,39.5,-90.97
31738,Northeast,Cultural Area,,
31739,Illinois,Place found,40,-89
31739,Jersey,Place found,39.66,-90.35
31739,Northeast,Cultural Area,,
31742,Illinois,Place found,40,-89
31742,Jersey,Place found,39.66,-90.35
31742,Northeast,Cultural Area,,
31743,Ohio,Place found,40,-80.83
31743,Northeast,Cultural Area,,
31751,Ohio,Place found,40,-80.83
31751,Pickaway,Place found,39.65,-83.33
31751,Northeast,Cultural Area,,
31759,Ouachita River,Place found,34.68,-94.32
31759,Red River,Place found,34.57,-99.95
31759,Arkansas,Place found,35,-93
31759,Hempstead,Place found,33.72,-93.67
31759,Spring Hill,Place found,33.58,-93.63
31761,Ouachita River,Place found,34.68,-94.32
31761,Red River,Place found,34.57,-99.95
31761,Arkansas,Place found,35,-93
31761,Hempstead,Place found,33.72,-93.67
31761,Alaska,Place found,65,-153
31762,Illinois,Place found,40,-89
31762,Pulaski,Place found,37.22,-89.15
31762,Northeast,Cultural Area,,
31763,Ouachita River,Place found,34.68,-94.32
31763,Red River,Place found,34.57,-99.95
31763,Arkansas,Place found,35,-93
31763,Hempstead,Place found,33.72,-93.67
31763,Alaska,Place found,65,-153
31764,Ouachita River,Place found,34.68,-94.32
31764,Red River,Place found,34.57,-99.95
31764,Arkansas,Place found,35,-93
31764,Hempstead,Place found,33.72,-93.67
31764,Alaska,Place found,65,-153
31765,Ouachita River,Place found,34.68,-94.32
31765,Red River,Place found,34.57,-99.95
31765,Arkansas,Place found,35,-93
31765,Hempstead,Place found,33.72,-93.67
31765,Alaska,Place found,65,-153
31766,Arkansas,Place found,35,-93
31766,Mineral Springs,Place found,35.63,-93.72
31766,Alaska,Place found,65,-153
31767,Ouachita River,Place found,34.68,-94.32
